,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
429,2017-02-02,80132.86264091634,-35779.31053271384,136669.28496347915,80132.86264091634,80132.86264091634,-28036.70291786649,-28036.70291786649,-28036.70291786649,-938.9798368928575,-938.9798368928575,-938.9798368928575,-27097.723080973632,-27097.723080973632,-27097.723080973632,0.0,0.0,0.0,52096.15972304985
430,2017-02-03,80651.39244014266,-38078.50505868158,137698.72311805934,80651.39244014266,80651.39244014266,-28556.998531926805,-28556.998531926805,-28556.998531926805,-170.51436508638062,-170.51436508638062,-170.51436508638062,-28386.484166840426,-28386.484166840426,-28386.484166840426,0.0,0.0,0.0,52094.39390821586
431,2017-02-04,81169.92223936899,-35073.30787076269,145761.75477431627,81169.92223936899,81169.92223936899,-28444.30003886434,-28444.30003886434,-28444.30003886434,789.856236603858,789.856236603858,789.856236603858,-29234.156275468198,-29234.156275468198,-29234.156275468198,0.0,0.0,0.0,52725.622200504644
432,2017-02-05,81688.45203859535,-38113.17795009416,138930.21966414872,81688.45203859535,81688.45203859535,-30430.867653528567,-30430.867653528567,-30430.867653528567,-804.2575285798894,-804.2575285798894,-804.2575285798894,-29626.61012494868,-29626.61012494868,-29626.61012494868,0.0,0.0,0.0,51257.58438506679
433,2017-02-06,82206.98183782164,-36599.485532879014,140484.40875458068,82206.98183782164,82206.98183782164,-28743.4364616235,-28743.4364616235,-28743.4364616235,817.0277418080366,817.0277418080366,817.0277418080366,-29560.464203431537,-29560.464203431537,-29560.464203431537,0.0,0.0,0.0,53463.54537619815
434,2017-02-07,82725.51163704797,-38054.59589735112,136462.370910906,82725.51163704797,82725.51163704797,-29009.59290434633,-29009.59290434633,-29009.59290434633,33.80978482700373,33.80978482700373,33.80978482700373,-29043.40268917333,-29043.40268917333,-29043.40268917333,0.0,0.0,0.0,53715.91873270164
435,2017-02-08,83244.04143627429,-36322.42606645896,146811.17916437666,83244.04143627429,83244.04143627429,-27821.15685278092,-27821.15685278092,-27821.15685278092,273.057967322168,273.057967322168,273.057967322168,-28094.21482010309,-28094.21482010309,-28094.21482010309,0.0,0.0,0.0,55422.88458349337
436,2017-02-09,83762.57123550063,-33468.164355327775,137946.36877381566,83762.57123550063,83762.57123550063,-27681.53258541941,-27681.53258541941,-27681.53258541941,-938.9798368916064,-938.9798368916064,-938.9798368916064,-26742.5527485278,-26742.5527485278,-26742.5527485278,0.0,0.0,0.0,56081.03865008122
437,2017-02-10,84281.10103472698,-25386.087122087105,149066.50803235412,84281.10103472698,84281.10103472698,-25198.926685546423,-25198.926685546423,-25198.926685546423,-170.514365086793,-170.514365086793,-170.514365086793,-25028.41232045963,-25028.41232045963,-25028.41232045963,0.0,0.0,0.0,59082.174349180554
438,2017-02-11,84799.63083395327,-24960.202962763586,149818.42765298733,84799.63083395327,84799.63083395327,-22211.4922655888,-22211.4922655888,-22211.4922655888,789.856236604508,789.856236604508,789.856236604508,-23001.34850219331,-23001.34850219331,-23001.34850219331,0.0,0.0,0.0,62588.13856836447
439,2017-02-12,85318.16063317964,-26502.86646296939,151490.33762491553,85318.16063317964,85318.16063317964,-21523.701671493185,-21523.701671493185,-21523.701671493185,-804.2575285778082,-804.2575285778082,-804.2575285778082,-20719.444142915378,-20719.444142915378,-20719.444142915378,0.0,0.0,0.0,63794.458961686454
440,2017-02-13,85836.69043240596,-23242.26333645649,156110.38307703496,85836.69043240596,85836.69043240596,-17431.029484693245,-17431.029484693245,-17431.029484693245,817.0277418085751,817.0277418085751,817.0277418085751,-18248.05722650182,-18248.05722650182,-18248.05722650182,0.0,0.0,0.0,68405.66094771272
441,2017-02-14,86355.22023163225,-16627.24629843772,156693.20680134656,86355.22023163225,86355.22023163225,-15624.567771763495,-15624.567771763495,-15624.567771763495,33.80978482521215,33.80978482521215,33.80978482521215,-15658.377556588706,-15658.377556588706,-15658.377556588706,0.0,0.0,0.0,70730.65245986875
442,2017-02-15,86873.75003085862,-15845.059042757,164532.4706677828,86873.75003085862,86873.75003085862,-12752.770815524897,-12752.770815524897,-12752.770815524897,273.05796732040545,273.05796732040545,273.05796732040545,-13025.828782845301,-13025.828782845301,-13025.828782845301,0.0,0.0,0.0,74120.97921533372
443,2017-02-16,87392.27983008491,-12206.713922533585,155564.06574150143,87392.27983008491,87392.27983008491,-11367.335521366183,-11367.335521366183,-11367.335521366183,-938.9798368903554,-938.9798368903554,-938.9798368903554,-10428.355684475828,-10428.355684475828,-10428.355684475828,0.0,0.0,0.0,76024.94430871872
444,2017-02-17,87910.80962931126,-4442.987772418624,170733.62591064384,87910.80962931126,87910.80962931126,-8115.153939265848,-8115.153939265848,-8115.153939265848,-170.5143650842422,-170.5143650842422,-170.5143650842422,-7944.639574181606,-7944.639574181606,-7944.639574181606,0.0,0.0,0.0,79795.65569004542
445,2017-02-18,88429.3394285376,-10591.824621258165,168947.34539571565,88429.3394285376,88429.3394285376,-4862.430262441784,-4862.430262441784,-4862.430262441784,789.8562366058195,789.8562366058195,789.8562366058195,-5652.286499047603,-5652.286499047603,-5652.286499047603,0.0,0.0,0.0,83566.90916609581
