,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
13,2015-12-14,-6530.591388628372,-32299.96253795109,164599.04857017408,-6530.591388628372,-6530.591388628372,75674.74949297275,75674.74949297275,75674.74949297275,1565.7245070620236,1565.7245070620236,1565.7245070620236,74109.02498591074,74109.02498591074,74109.02498591074,0.0,0.0,0.0,69144.15810434439
14,2015-12-15,-5885.8471930448495,-27178.821344441356,165197.568242583,-5885.84719304485,-5885.84719304485,74353.79357664709,74353.79357664709,74353.79357664709,1068.4590929329559,1068.4590929329559,1068.4590929329559,73285.33448371413,73285.33448371413,73285.33448371413,0.0,0.0,0.0,68467.94638360225
15,2015-12-16,-5241.102997461325,-37935.20131359308,163867.8626952959,-5241.102997461325,-5241.102997461325,72155.61938074917,72155.61938074917,72155.61938074917,-163.67028624212685,-163.67028624212685,-163.67028624212685,72319.28966699129,72319.28966699129,72319.28966699129,0.0,0.0,0.0,66914.51638328785
16,2015-12-17,-4596.358801877801,-37228.73703895275,157694.13167580107,-4596.358801877801,-4596.358801877801,69902.94821819814,69902.94821819814,69902.94821819814,-1315.9441597424272,-1315.9441597424272,-1315.9441597424272,71218.89237794057,71218.89237794057,71218.89237794057,0.0,0.0,0.0,65306.58941632034
17,2015-12-18,-3951.614606294279,-36633.99066098048,159621.2682598979,-3951.614606294279,-3951.614606294279,69572.0198324522,69572.0198324522,69572.0198324522,-423.155022094906,-423.155022094906,-423.155022094906,69995.17485454712,69995.17485454712,69995.17485454712,0.0,0.0,0.0,65620.40522615792
18,2015-12-19,-3306.870410710754,-32762.613451291578,161354.64207992257,-3306.870410710754,-3306.870410710754,69010.66658719117,69010.66658719117,69010.66658719117,348.82846931535784,348.82846931535784,348.82846931535784,68661.8381178758,68661.8381178758,68661.8381178758,0.0,0.0,0.0,65703.79617648042
19,2015-12-20,-2662.1262151272317,-34145.97357978841,161593.16072856708,-2662.1262151272317,-2662.1262151272317,66154.56166873456,66154.56166873456,66154.56166873456,-1080.2426012274498,-1080.2426012274498,-1080.2426012274498,67234.80426996201,67234.80426996201,67234.80426996201,0.0,0.0,0.0,63492.43545360733
20,2015-12-21,-2017.3820195437072,-26839.095921677625,157812.86939896885,-2017.3820195437072,-2017.3820195437072,67297.42062714651,67297.42062714651,67297.42062714651,1565.7245070640543,1565.7245070640543,1565.7245070640543,65731.69612008244,65731.69612008244,65731.69612008244,0.0,0.0,0.0,65280.0386076028
21,2015-12-22,-1372.637823960185,-33958.95876842088,156509.3733039127,-1372.637823960185,-1372.637823960185,65239.71895088269,65239.71895088269,65239.71895088269,1068.459092930107,1068.459092930107,1068.459092930107,64171.25985795258,64171.25985795258,64171.25985795258,0.0,0.0,0.0,63867.08112692251
22,2015-12-23,-727.8936283766628,-39994.62538249078,163379.8394619172,-727.8936283766628,-727.8936283766628,62409.07806783254,62409.07806783254,62409.07806783254,-163.67028623593683,-163.67028623593683,-163.67028623593683,62572.74835406848,62572.74835406848,62572.74835406848,0.0,0.0,0.0,61681.18443945588
23,2015-12-24,-83.14943279313816,-35162.79169183819,156709.80889249546,-83.14943279313815,-83.14943279313815,59639.33987185705,59639.33987185705,59639.33987185705,-1315.9441597465757,-1315.9441597465757,-1315.9441597465757,60955.28403160362,60955.28403160362,60955.28403160362,0.0,0.0,0.0,59556.19043906392
24,2015-12-25,561.594762790384,-34237.50908289726,164335.36995879677,561.594762790384,561.594762790384,58914.06605378832,58914.06605378832,58914.06605378832,-423.15502209508276,-423.15502209508276,-423.15502209508276,59337.221075883404,59337.221075883404,59337.221075883404,0.0,0.0,0.0,59475.660816578704
25,2015-12-26,1206.3389583739088,-39594.344043852165,153062.26578091565,1206.3389583739088,1206.3389583739088,58084.35546492025,58084.35546492025,58084.35546492025,348.828469315447,348.828469315447,348.828469315447,57735.5269956048,57735.5269956048,57735.5269956048,0.0,0.0,0.0,59290.69442329416
26,2015-12-27,1851.0831539574308,-39408.066664080434,151935.96878055003,1851.0831539574308,1851.0831539574308,55084.96061035782,55084.96061035782,55084.96061035782,-1080.242601226259,-1080.242601226259,-1080.242601226259,56165.20321158407,56165.20321158407,56165.20321158407,0.0,0.0,0.0,56936.04376431525
27,2015-12-28,2495.8273495409558,-45021.00841869752,154553.5533213784,2495.8273495409558,2495.8273495409558,56204.487932732256,56204.487932732256,56204.487932732256,1565.7245070641613,1565.7245070641613,1565.7245070641613,54638.76342566809,54638.76342566809,54638.76342566809,0.0,0.0,0.0,58700.31528227321
28,2015-12-29,3140.571545124478,-38306.033234345145,161409.24121688283,3140.571545124478,3140.571545124478,54234.24612748226,54234.24612748226,54234.24612748226,1068.459092929273,1068.459092929273,1068.459092929273,53165.78703455299,53165.78703455299,53165.78703455299,0.0,0.0,0.0,57374.81767260674
29,2015-12-30,3785.315740708,-38980.57958384684,151185.79049782717,3785.315740708,3785.315740708,51588.89255004583,51588.89255004583,51588.89255004583,-163.67028623841668,-163.67028623841668,-163.67028623841668,51752.56283628423,51752.56283628423,51752.56283628423,0.0,0.0,0.0,55374.20829075383
30,2015-12-31,4430.059936291527,-51214.89746127428,153838.90439708455,4430.059936291527,4430.059936291527,49085.89162309882,49085.89162309882,49085.89162309882,-1315.944159745152,-1315.944159745152,-1315.944159745152,50401.83578284396,50401.83578284396,50401.83578284396,0.0,0.0,0.0,53515.95155939035
31,2016-01-01,5074.804131875047,-41803.41304434847,151320.5002590601,5074.804131875047,5074.804131875047,48689.5116042241,48689.5116042241,48689.5116042241,-423.15502209525937,-423.15502209525937,-423.15502209525937,49112.666626319355,49112.666626319355,49112.666626319355,0.0,0.0,0.0,53764.315736099146
32,2016-01-02,5719.548327458574,-43471.463550424334,156461.08775237604,5719.548327458575,5719.548327458575,48229.23953633733,48229.23953633733,48229.23953633733,348.82846931275736,348.82846931275736,348.82846931275736,47880.41106702458,47880.41106702458,47880.41106702458,0.0,0.0,0.0,53948.7878637959
33,2016-01-03,6364.292523042093,-52254.80101712697,146987.43770874015,6364.292523042093,6364.292523042093,45616.57892785785,45616.57892785785,45616.57892785785,-1080.2426012282194,-1080.2426012282194,-1080.2426012282194,46696.821529086075,46696.821529086075,46696.821529086075,0.0,0.0,0.0,51980.87145089995
34,2016-01-04,7009.036718625618,-45292.361859122815,151983.05830010603,7009.036718625618,7009.036718625618,47115.995565979894,47115.995565979894,47115.995565979894,1565.724507062646,1565.724507062646,1565.724507062646,45550.27105891724,45550.27105891724,45550.27105891724,0.0,0.0,0.0,54125.03228460551
35,2016-01-05,7653.780914209141,-50716.80541288263,147089.29933780682,7653.780914209141,7653.780914209141,45494.55426118987,45494.55426118987,45494.55426118987,1068.4590929319065,1068.4590929319065,1068.4590929319065,44426.09516825796,44426.09516825796,44426.09516825796,0.0,0.0,0.0,53148.335175399014
36,2016-01-06,8298.525109792668,-41384.51237355291,147681.44234809454,8298.525109792668,8298.525109792668,43143.37354366517,43143.37354366517,43143.37354366517,-163.67028624089653,-163.67028624089653,-163.67028624089653,43307.04382990606,43307.04382990606,43307.04382990606,0.0,0.0,0.0,51441.898653457836
